==636== NVPROF is profiling process 636, command: python3 test.py
==636== Warning: Profiling results might be incorrect with current version of nvcc compiler used to compile cuda app. Compile with nvcc compiler 9.0 or later version to get correct profiling results. Ignore this warning if code is already compiled with the recommended nvcc version 
==636== Profiling application: python3 test.py
==636== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
6.69699s  3.4200ms                    -               -         -         -         -  18.000MB  5.1398GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70120s  1.6640us                    -               -         -         -         -  4.0000KB  2.2925GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70126s  1.6640us                    -               -         -         -         -  4.0000KB  2.2925GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70130s  1.6640us                    -               -         -         -         -  4.0000KB  2.2925GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70134s  1.6640us                    -               -         -         -         -  4.0000KB  2.2925GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70137s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70159s  271.14us                    -               -         -         -         -  2.0000MB  7.2035GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70204s  1.4400us                    -               -         -         -         -  2.0000KB  1.3245GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70209s  1.5040us                    -               -         -         -         -  2.0000KB  1.2682GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70213s  1.6000us                    -               -         -         -         -  2.0000KB  1.1921GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70216s  1.4400us                    -               -         -         -         -  2.0000KB  1.3245GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70220s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70245s  623.84us                    -               -         -         -         -  4.0000MB  6.2616GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70341s  1.4400us                    -               -         -         -         -  2.0000KB  1.3245GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70346s  1.4400us                    -               -         -         -         -  2.0000KB  1.3245GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70350s  1.4400us                    -               -         -         -         -  2.0000KB  1.3245GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70353s  1.4400us                    -               -         -         -         -  2.0000KB  1.3245GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70356s  1.2160us                    -               -         -         -         -        8B  6.2742MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70423s  3.2346ms                    -               -         -         -         -  18.000MB  5.4345GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70840s  1.6960us                    -               -         -         -         -  4.0000KB  2.2492GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70845s  1.6640us                    -               -         -         -         -  4.0000KB  2.2925GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70850s  1.6640us                    -               -         -         -         -  4.0000KB  2.2925GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70853s  1.6640us                    -               -         -         -         -  4.0000KB  2.2925GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70857s  1.2160us                    -               -         -         -         -        8B  6.2742MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70878s  309.25us                    -               -         -         -         -  2.0000MB  6.3157GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70928s  1.4080us                    -               -         -         -         -  2.0000KB  1.3547GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70933s  1.4080us                    -               -         -         -         -  2.0000KB  1.3547GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70937s  1.4400us                    -               -         -         -         -  2.0000KB  1.3245GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70940s  1.5040us                    -               -         -         -         -  2.0000KB  1.2682GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70944s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70959s  51.199us                    -               -         -         -         -  512.00KB  9.5369GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70974s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70979s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70983s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70986s  2.3360us                    -               -         -         -         -  1.0000KB  418.05MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.70991s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71007s  51.040us                    -               -         -         -         -  512.00KB  9.5666GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71024s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71029s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71034s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71037s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71040s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71056s  49.920us                    -               -         -         -         -  512.00KB  9.7813GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71071s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71075s  1.3440us                    -               -         -         -         -  1.0000KB  726.61MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71079s  1.2800us                    -               -         -         -         -  1.0000KB  762.94MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71083s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71086s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71129s  669.38us                    -               -         -         -         -  4.5000MB  6.5651GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71224s  1.4080us                    -               -         -         -         -  2.0000KB  1.3547GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71229s  1.5040us                    -               -         -         -         -  2.0000KB  1.2682GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71234s  1.4400us                    -               -         -         -         -  2.0000KB  1.3245GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71237s  1.4080us                    -               -         -         -         -  2.0000KB  1.3547GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71240s  2.2080us                    -               -         -         -         -        8B  3.4553MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71271s  55.200us                    -               -         -         -         -  512.00KB  8.8457GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71291s  2.3360us                    -               -         -         -         -  1.0000KB  418.05MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71297s  1.8240us                    -               -         -         -         -  1.0000KB  535.40MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71301s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71306s  2.3680us                    -               -         -         -         -  1.0000KB  412.40MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71309s  1.5360us                    -               -         -         -         -        8B  4.9671MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71335s  720.29us                    -               -         -         -         -  4.5000MB  6.1011GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71436s  1.4080us                    -               -         -         -         -  2.0000KB  1.3547GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71441s  1.4080us                    -               -         -         -         -  2.0000KB  1.3547GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71445s  1.4080us                    -               -         -         -         -  2.0000KB  1.3547GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71448s  1.6320us                    -               -         -         -         -  2.0000KB  1.1687GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71452s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71464s  51.168us                    -               -         -         -         -  512.00KB  9.5427GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71479s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71484s  1.5040us                    -               -         -         -         -  1.0000KB  649.31MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71488s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71493s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71496s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71505s  14.368us                    -               -         -         -         -  128.00KB  8.4960GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71512s  1.2800us                    -               -         -         -         -      512B  381.47MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71521s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71526s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71529s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71532s  1.2800us                    -               -         -         -         -        8B  5.9605MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71540s  15.264us                    -               -         -         -         -  128.00KB  7.9973GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71547s  1.3440us                    -               -         -         -         -      512B  363.30MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71551s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71555s  1.2800us                    -               -         -         -         -      512B  381.47MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71558s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71561s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71570s  14.848us                    -               -         -         -         -  128.00KB  8.2213GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71578s  1.2800us                    -               -         -         -         -      512B  381.47MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71582s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71586s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71591s  1.2800us                    -               -         -         -         -      512B  381.47MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71595s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71620s  110.69us                    -               -         -         -         -  1.1250MB  9.9255GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71644s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71649s  1.2800us                    -               -         -         -         -  1.0000KB  762.94MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71655s  2.1440us                    -               -         -         -         -  1.0000KB  455.49MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71659s  1.3440us                    -               -         -         -         -  1.0000KB  726.61MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71663s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71675s  16.800us                    -               -         -         -         -  128.00KB  7.2661GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71682s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71687s  1.2800us                    -               -         -         -         -      512B  381.47MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71691s  1.3120us                    -               -         -         -         -      512B  372.17MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71696s  1.2160us                    -               -         -         -         -      512B  401.55MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71699s  1.2800us                    -               -         -         -         -        8B  5.9605MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71722s  120.13us                    -               -         -         -         -  1.1250MB  9.1456GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71747s  1.3440us                    -               -         -         -         -  1.0000KB  726.61MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71751s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71755s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71758s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71761s  1.2160us                    -               -         -         -         -        8B  6.2742MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71769s  14.176us                    -               -         -         -         -  128.00KB  8.6111GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71775s  1.8880us                    -               -         -         -         -      512B  258.62MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71779s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71783s  1.2800us                    -               -         -         -         -      512B  381.47MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71786s  1.2480us                    -               -         -         -         -      512B  391.25MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71791s  1.2160us                    -               -         -         -         -        8B  6.2742MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71814s  135.39us                    -               -         -         -         -  1.1250MB  8.1145GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71842s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71846s  1.3440us                    -               -         -         -         -  1.0000KB  726.61MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71850s  1.2800us                    -               -         -         -         -  1.0000KB  762.94MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71853s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71856s  1.2160us                    -               -         -         -         -        8B  6.2742MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71866s  29.248us                    -               -         -         -         -  255.00KB  8.3147GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71873s  2.1120us                    -               -         -         -         -  0.9961KB  460.58MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71895s  108.61us                    -               -         -         -         -  1.1250MB  10.116GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71919s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71924s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71928s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71931s  1.3440us                    -               -         -         -         -  1.0000KB  726.61MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71934s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71967s  47.680us                    -               -         -         -         -  512.00KB  10.241GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71988s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71993s  1.3760us                    -               -         -         -         -  1.0000KB  709.71MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.71999s  1.5680us                    -               -         -         -         -  1.0000KB  622.81MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72003s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72006s  1.2160us                    -               -         -         -         -        8B  6.2742MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72032s  629.86us                    -               -         -         -         -  4.5000MB  6.9771GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72122s  1.4400us                    -               -         -         -         -  2.0000KB  1.3245GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72127s  1.4080us                    -               -         -         -         -  2.0000KB  1.3547GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72131s  1.4080us                    -               -         -         -         -  2.0000KB  1.3547GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72134s  1.4080us                    -               -         -         -         -  2.0000KB  1.3547GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72137s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72151s  47.616us                    -               -         -         -         -  512.00KB  10.255GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72167s  1.3440us                    -               -         -         -         -  1.0000KB  726.61MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72175s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72181s  1.4400us                    -               -         -         -         -  1.0000KB  678.17MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72184s  1.3440us                    -               -         -         -         -  1.0000KB  726.61MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72187s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72239s  652.54us                    -               -         -         -         -  4.5000MB  6.7345GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72335s  1.4080us                    -               -         -         -         -  2.0000KB  1.3547GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72342s  1.4400us                    -               -         -         -         -  2.0000KB  1.3245GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72346s  1.4400us                    -               -         -         -         -  2.0000KB  1.3245GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72350s  1.4400us                    -               -         -         -         -  2.0000KB  1.3245GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72353s  1.2160us                    -               -         -         -         -        8B  6.2742MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72369s  64.448us                    -               -         -         -         -  512.00KB  7.5764GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72388s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72392s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72396s  1.3440us                    -               -         -         -         -  1.0000KB  726.61MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72401s  1.3120us                    -               -         -         -         -  1.0000KB  744.33MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72407s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72429s  716.19us                    -               -         -         -         -  4.5000MB  6.1360GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72527s  1.4400us                    -               -         -         -         -  2.0000KB  1.3245GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72532s  1.4720us                    -               -         -         -         -  2.0000KB  1.2958GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72536s  1.4400us                    -               -         -         -         -  2.0000KB  1.3245GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72539s  1.4400us                    -               -         -         -         -  2.0000KB  1.3245GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72542s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72557s  47.424us                    -               -         -         -         -  510.00KB  10.256GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72571s  1.3110us                    -               -         -         -         -  0.9961KB  741.99MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72591s  618.24us                    -               -         -         -         -  4.5000MB  7.1081GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72684s  1.4720us                    -               -         -         -         -  2.0000KB  1.2958GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72688s  1.4400us                    -               -         -         -         -  2.0000KB  1.3245GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72694s  1.4400us                    -               -         -         -         -  2.0000KB  1.3245GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72701s  1.4400us                    -               -         -         -         -  2.0000KB  1.3245GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72705s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72725s  235.23us                    -               -         -         -         -  2.0000MB  8.3030GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72768s  1.4400us                    -               -         -         -         -  2.0000KB  1.3245GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72772s  1.4080us                    -               -         -         -         -  2.0000KB  1.3547GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72776s  1.4080us                    -               -         -         -         -  2.0000KB  1.3547GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72779s  1.4080us                    -               -         -         -         -  2.0000KB  1.3547GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72782s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.72835s  2.8491ms                    -               -         -         -         -  18.000MB  6.1698GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.73195s  1.6640us                    -               -         -         -         -  4.0000KB  2.2925GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
